timestamp,price,total_volumes,Lag1,Lag2,Lag3,Lag4,Lag5,Direction
2023-04-03,18740.02384652488,69631611642.12941,18920.009442017013,18930.591627629896,18571.75386297492,18663.820127481824,18390.54115565976,Down
2023-04-04,18766.025877976128,115485860595.52373,18740.02384652488,18920.009442017013,18930.591627629896,18571.75386297492,18663.820127481824,Up
2023-04-05,19226.136785088445,118978552956.53397,18766.025877976128,18740.02384652488,18920.009442017013,18930.591627629896,18571.75386297492,Up
2023-04-06,19903.91084766548,120656982278.1632,19226.136785088445,18766.025877976128,18740.02384652488,18920.009442017013,18930.591627629896,Up
2023-04-07,19524.35007773724,96028049948.355,19903.91084766548,19226.136785088445,18766.025877976128,18740.02384652488,18920.009442017013,Down
2023-04-08,19548.38447203168,97374637671.66026,19524.35007773724,19903.91084766548,19226.136785088445,18766.025877976128,18740.02384652488,Up
2023-04-09,19384.75794265283,62522714830.04572,19548.38447203168,19524.35007773724,19903.91084766548,19226.136785088445,18766.025877976128,Down
2023-04-10,19472.89883660249,77533652414.50237,19384.75794265283,19548.38447203168,19524.35007773724,19903.91084766548,19226.136785088445,Up
2023-04-11,20076.68022461805,101332905315.24498,19472.89883660249,19384.75794265283,19548.38447203168,19524.35007773724,19903.91084766548,Up
2023-04-12,19777.804330637224,107045650632.96146,20076.68022461805,19472.89883660249,19384.75794265283,19548.38447203168,19524.35007773724,Down
2023-04-13,19843.20075974348,135911696301.07104,19777.804330637224,20076.68022461805,19472.89883660249,19384.75794265283,19548.38447203168,Up
2023-04-14,20665.267857468323,143290400099.82068,19843.20075974348,19777.804330637224,20076.68022461805,19472.89883660249,19384.75794265283,Up
2023-04-15,21726.16795513116,184927227092.17645,20665.267857468323,19843.20075974348,19777.804330637224,20076.68022461805,19472.89883660249,Up
2023-04-16,21624.92000225674,95799490079.59164,21726.16795513116,20665.267857468323,19843.20075974348,19777.804330637224,20076.68022461805,Down
2023-04-17,21899.27985046997,91785681852.86736,21624.92000225674,21726.16795513116,20665.267857468323,19843.20075974348,19777.804330637224,Up
2023-04-18,21510.80427165342,112018347859.27287,21899.27985046997,21624.92000225674,21726.16795513116,20665.267857468323,19843.20075974348,Down
2023-04-19,21680.187871139235,104326681816.41626,21510.80427165342,21899.27985046997,21624.92000225674,21726.16795513116,20665.267857468323,Up
2023-04-20,20058.2355294794,162581284777.13556,21680.187871139235,21510.80427165342,21899.27985046997,21624.92000225674,21726.16795513116,Down
2023-04-21,20031.70200799981,128041731450.13837,20058.2355294794,21680.187871139235,21510.80427165342,21899.27985046997,21624.92000225674,Down
2023-04-22,19039.33591320207,138178169112.793,20031.70200799981,20058.2355294794,21680.187871139235,21510.80427165342,21899.27985046997,Down
2023-04-23,19321.214544678816,80365191424.4179,19039.33591320207,20031.70200799981,20058.2355294794,21680.187871139235,21510.80427165342,Up
2023-04-24,19200.054671622333,75984528578.60301,19321.214544678816,19039.33591320207,20031.70200799981,20058.2355294794,21680.187871139235,Down
2023-04-25,18872.758935486327,94002884683.94264,19200.054671622333,19321.214544678816,19039.33591320207,20031.70200799981,20058.2355294794,Down
2023-04-26,19277.78331037468,99654996404.15732,18872.758935486327,19200.054671622333,19321.214544678816,19039.33591320207,20031.70200799981,Up
2023-04-27,19269.62791038617,166501039764.9064,19277.78331037468,18872.758935486327,19200.054671622333,19321.214544678816,19039.33591320207,Down
2023-04-28,19657.16359347087,178078702388.64587,19269.62791038617,19277.78331037468,18872.758935486327,19200.054671622333,19321.214544678816,Up
2023-04-29,19442.136539963136,90860589203.8196,19657.16359347087,19269.62791038617,19277.78331037468,18872.758935486327,19200.054671622333,Down
2023-04-30,19553.44449110945,54002953697.24482,19442.136539963136,19657.16359347087,19269.62791038617,19277.78331037468,18872.758935486327,Up
2023-05-01,19352.266149717503,75217793814.93828,19553.44449110945,19442.136539963136,19657.16359347087,19269.62791038617,19277.78331037468,Down
2023-05-02,18938.294273767067,99958914935.08026,19352.266149717503,19553.44449110945,19442.136539963136,19657.16359347087,19269.62791038617,Down
2023-05-03,19274.66598248737,85905413583.66031,18938.294273767067,19352.266149717503,19553.44449110945,19442.136539963136,19657.16359347087,Up
2023-05-04,19521.706691584644,90812148401.30368,19274.66598248737,18938.294273767067,19352.266149717503,19553.44449110945,19442.136539963136,Up
2023-05-05,19205.7954513755,73209892053.75745,19521.706691584644,19274.66598248737,18938.294273767067,19352.266149717503,19553.44449110945,Down
2023-05-06,20229.200731504014,108188049756.6498,19205.7954513755,19521.706691584644,19274.66598248737,18938.294273767067,19352.266149717503,Up
2023-05-07,19283.47585036711,112996304140.9296,20229.200731504014,19205.7954513755,19521.706691584644,19274.66598248737,18938.294273767067,Down
2023-05-08,19280.845312404654,63419885371.96728,19283.47585036711,20229.200731504014,19205.7954513755,19521.706691584644,19274.66598248737,Down
2023-05-09,18807.96809233016,116920435932.65756,19280.845312404654,19283.47585036711,20229.200731504014,19205.7954513755,19521.706691584644,Down
2023-05-10,18816.848124231823,64960278575.06136,18807.96809233016,19280.845312404654,19283.47585036711,20229.200731504014,19205.7954513755,Up
2023-05-11,18832.98029195494,107008674434.10446,18816.848124231823,18807.96809233016,19280.845312404654,19283.47585036711,20229.200731504014,Up
2023-05-12,18572.42717302441,95211254214.2472,18832.98029195494,18816.848124231823,18807.96809233016,19280.845312404654,19283.47585036711,Down
2023-05-13,18862.156675973514,109822280045.54002,18572.42717302441,18832.98029195494,18816.848124231823,18807.96809233016,19280.845312404654,Up
2023-05-14,18670.74585536605,53504526415.16323,18862.156675973514,18572.42717302441,18832.98029195494,18816.848124231823,18807.96809233016,Down
2023-05-15,18695.11807946124,51075226796.86591,18670.74585536605,18862.156675973514,18572.42717302441,18832.98029195494,18816.848124231823,Up
2023-05-16,18832.23063256276,79209893753.7416,18695.11807946124,18670.74585536605,18862.156675973514,18572.42717302441,18832.98029195494,Up
2023-05-17,18981.75153782669,65401599704.15614,18832.23063256276,18695.11807946124,18670.74585536605,18862.156675973514,18572.42717302441,Up
2023-05-18,19026.883346636976,69459726025.114,18981.75153782669,18832.23063256276,18695.11807946124,18670.74585536605,18862.156675973514,Up
2023-05-19,19045.13525825665,65198138065.710144,19026.883346636976,18981.75153782669,18832.23063256276,18695.11807946124,18670.74585536605,Up
2023-05-20,19239.81908699459,54070039058.44844,19045.13525825665,19026.883346636976,18981.75153782669,18832.23063256276,18695.11807946124,Up
2023-05-21,19312.417857731343,33103644098.18512,19239.81908699459,19045.13525825665,19026.883346636976,18981.75153782669,18832.23063256276,Up
2023-05-22,18974.18866800149,40324283225.14391,19312.417857731343,19239.81908699459,19045.13525825665,19026.883346636976,18981.75153782669,Down
2023-05-23,19211.50239249551,54764709528.40625,18974.18866800149,19312.417857731343,19239.81908699459,19045.13525825665,19026.883346636976,Up
2023-05-24,19698.762269222447,80079782493.12625,19211.50239249551,18974.18866800149,19312.417857731343,19239.81908699459,19045.13525825665,Up
2023-05-25,19293.34131893024,85714627290.30115,19698.762269222447,19211.50239249551,18974.18866800149,19312.417857731343,19239.81908699459,Down
2023-05-26,19544.985154261394,80734768349.53008,19293.34131893024,19698.762269222447,19211.50239249551,18974.18866800149,19312.417857731343,Up
2023-05-27,19776.32413481548,67534709286.3798,19544.985154261394,19293.34131893024,19698.762269222447,19211.50239249551,18974.18866800149,Up
2023-05-28,19790.922790024524,43988801784.0429,19776.32413481548,19544.985154261394,19293.34131893024,19698.762269222447,19211.50239249551,Up
2023-05-29,20674.683265643347,78075348656.49376,19790.922790024524,19776.32413481548,19544.985154261394,19293.34131893024,19698.762269222447,Up
2023-05-30,20499.07827416628,73197740428.5266,20674.683265643347,19790.922790024524,19776.32413481548,19544.985154261394,19293.34131893024,Down
2023-05-31,20659.01229332296,65413422694.49094,20499.07827416628,20674.683265643347,19790.922790024524,19776.32413481548,19544.985154261394,Up
2023-06-01,20324.61145362952,64296471559.33596,20659.01229332296,20499.07827416628,20674.683265643347,19790.922790024524,19776.32413481548,Down
2023-06-02,20122.04926523826,67421224699.92349,20324.61145362952,20659.01229332296,20499.07827416628,20674.683265643347,19790.922790024524,Down
2023-06-03,20599.991009544952,74640852310.88068,20122.04926523826,20324.61145362952,20659.01229332296,20499.07827416628,20674.683265643347,Up
2023-06-04,20437.09321526646,41024981308.83538,20599.991009544952,20122.04926523826,20324.61145362952,20659.01229332296,20499.07827416628,Down
2023-06-05,20480.64875034988,46239138926.02157,20437.09321526646,20599.991009544952,20122.04926523826,20324.61145362952,20659.01229332296,Up
