timestamp,price,total_volumes,Direction
2023-06-10,19913.381034252143,55149894460.2559,Down
2023-06-11,18995.56596880502,448377226092.553,Down
2023-06-12,18962.147239846046,54468849595.29067,Down
2023-06-13,18861.737691257425,72861248677.85898,Down
2023-06-14,18560.7474089628,72658183445.79381,Down
2023-06-15,17678.49785732167,85952657377.2488,Down
2023-06-16,17658.144914354725,87848876148.4515,Down
2023-06-17,18283.70898684168,74661237484.98402,Up
2023-06-18,18390.18635570204,51767855027.09272,Up
2023-06-19,18304.413641298965,43488579437.64706,Down
2023-06-20,18637.420096146605,61999468945.01026,Up
2023-06-21,19311.41980178001,85222899798.71793,Up
2023-06-22,20159.115434974014,130937828754.16188,Up
2023-06-23,20036.326655154106,105220310155.32666,Down
2023-06-24,20273.731888816084,99724506859.90456,Up
2023-06-25,20096.330153960967,52400753389.9945,Down
2023-06-26,20364.556627697628,78962886194.88632,Up
2023-06-27,19949.914575266277,106124127207.8698,Down
2023-06-28,20278.619399276275,94487366094.4884,Up
2023-06-29,19701.876274301536,73504957997.03162,Down
2023-06-30,20137.00979580756,71808281433.73465,Up
2023-07-01,20875.896035170197,126238279365.55904,Up
2023-07-02,20773.586341201368,62211004797.08342,Down
2023-07-03,20870.34159766609,77521794643.06943,Up
2023-07-04,21192.24382866535,99304624798.98769,Up
2023-07-05,20967.64220637598,65677066252.93693,Down
2023-07-06,20926.71937099341,89610413614.82602,Down
2023-07-07,20285.1543422084,148071685635.8665,Down
2023-07-08,20228.25514549991,96066385488.4812,Down
2023-07-09,20180.022763397097,56534399954.04472,Down
2023-07-10,20262.114135325388,30086438523.560867,Up
2023-07-11,20178.26059420625,95531986510.17632,Down
2023-07-12,19995.04191548368,58657181971.358604,Down
2023-07-13,19428.840842055903,82752108278.60007,Down
2023-07-14,20440.5989223374,125028364744.91136,Up
2023-07-15,19716.614356903177,134068435628.76186,Down
2023-07-16,19761.01048400412,45329705749.46307,Up
2023-07-17,19686.56172602448,46596617923.75506,Down
2023-07-18,19587.82074578564,78722434726.1765,Down
2023-07-19,19369.410704965943,93115280955.55806,Down
2023-07-20,19411.855838668027,91396066648.16684,Up
2023-07-21,19569.16360974176,115946317884.81514,Up
2023-07-22,19648.615320563596,65545869365.368645,Up
2023-07-23,19319.746516101477,60684814700.13017,Down
2023-07-24,19668.69352631967,68053088681.32195,Up
2023-07-25,19261.720732277718,98249515206.286,Down
2023-07-26,19269.7801124579,44916977252.34201,Up
2023-07-27,19472.41860130232,76030732264.7882,Up
2023-07-28,19538.13316441436,69650084712.43488,Up
2023-07-29,19774.457854767912,50369956623.83675,Up
2023-07-30,19840.110082127405,31543312915.347588,Up
2023-07-31,19606.979646050346,60987474491.03643,Down
2023-08-01,19545.231773729927,64258069658.67879,Down
2023-08-02,19756.93467352619,95002318910.14178,Up
2023-08-03,19677.939757979937,87563588420.7475,Down
2023-08-04,19590.54739541027,63056901358.25179,Down
2023-08-05,19351.15335209075,65930464126.47344,Down
2023-08-06,19421.102446477227,31245603912.292503,Up
2023-08-07,19349.939571453564,31702327548.81964,Down
2023-08-08,19348.029462952283,81125233234.80412,Down
2023-08-09,19912.90801639582,80410256924.65356,Up
2023-08-10,19804.427090517795,64134523137.49565,Down
2023-08-11,19807.595050658423,39955331558.44667,Up
2023-08-12,19970.079695750705,39937272315.53215,Up
2023-08-13,19980.493124633747,23952598367.118114,Up
2023-08-14,19924.931330785632,39453413389.47244,Down
2023-08-15,19912.38912161423,48555467883.20288,Down
2023-08-16,19848.30950883629,47983831074.91067,Down
2023-08-17,19762.69568897401,70688880335.14697,Down
2023-08-18,18325.983535870044,229233330943.91812,Down
2023-08-19,18208.756894915663,130006817057.88116,Down
2023-08-20,18302.55225409692,90204732071.11086,Up
2023-08-21,18459.752425409013,67551792520.788765,Up
2023-08-22,18245.647444941675,73472235624.14015,Down
2023-08-23,17874.276036214804,110495455960.92274,Down
2023-08-24,18322.298774664992,118109092848.71008,Up
2023-08-25,18256.70818174955,75416791315.73648,Down
2023-08-26,18274.77556991037,77705303832.00154,Up
2023-08-27,18191.611894706806,25674645354.368263,Down
2023-08-28,18318.090302614728,28444530130.697487,Up
2023-08-29,18137.886216798124,52436652439.43438,Down
2023-08-30,18821.39372741505,171856412220.1365,Up
2023-08-31,18477.88991641589,81529743682.33235,Down
2023-09-01,18016.440466191583,123522311848.00998,Down
2023-09-02,17998.790879927314,101857146782.60092,Down
2023-09-03,18060.121968299976,36012039716.10478,Up
2023-09-04,18055.88153529289,50150903788.5464,Down
2023-09-05,17934.815810086693,64961592311.98994,Down
2023-09-06,18127.914123622453,69028735364.12935,Up
2023-09-07,18145.722809988933,80526842868.16388,Up
2023-09-08,18346.275674461136,76161916636.0587,Up
2023-09-09,18208.041106218094,78751720111.52853,Down
2023-09-10,18186.806933599262,28802673331.21878,Down
2023-09-11,17965.78778349671,74223263794.67493,Down
2023-09-12,17183.22046336779,136197746970.7808,Down
2023-09-13,17699.06519782866,125287640932.14056,Up
2023-09-14,17893.964741748867,87088716617.45221,Up
2023-09-15,18198.310066490056,93987007965.56236,Up
2023-09-16,18337.94834789732,75884420623.41254,Up
2023-09-17,18254.01848561234,48038454238.25466,Down
2023-09-18,18115.050179880123,50359975325.0518,Down
2023-09-19,18238.333665582883,110785657487.69254,Up
2023-09-20,18340.904715914046,78767160883.73506,Up
2023-09-21,18084.543559469967,97258139979.52196,Down
2023-09-22,17695.925767622528,97085988262.4913,Down
2023-09-23,17746.317753076146,56046852777.14883,Up
2023-09-24,17743.08605729399,30483451251.393463,Down
2023-09-25,17581.990455364565,44710959083.61682,Down
2023-09-26,17578.288979108107,65100306981.61587,Down
2023-09-27,17527.316344952273,52166269569.86711,Down
2023-09-28,17672.39309552165,63360815811.139885,Up
2023-09-29,18052.211745861467,143375048539.21893,Up
2023-09-30,18214.104630809165,121156150350.57184,Up
2023-10-01,18246.974397076963,59628033156.09975,Up
2023-10-02,18940.574977026085,94445400142.39072,Up
2023-10-03,18410.704982892712,159544835645.56516,Down
2023-10-04,18350.272216853195,80325389709.18718,Down
2023-10-05,18245.18418075872,90497412624.86656,Down
2023-10-06,17762.19810170696,96764833712.95412,Down
2023-10-07,18044.39760142695,91464207098.41844,Up
2023-10-08,17920.43451480039,40389619259.36426,Down
2023-10-09,17940.908593626402,56458327249.231415,Up
2023-10-10,17303.510600774993,114956885326.67545,Down
2023-10-11,17047.412338315517,92394211817.08156,Down
2023-10-12,17066.400221236265,87418888896.877,Up
2023-10-13,16882.251347543475,101578506235.29115,Down
2023-10-14,16986.15817371099,80631737025.18578,Up
2023-10-15,17035.325280165984,38133674996.39499,Up
2023-10-16,17152.153774451257,46259682185.35284,Up
2023-10-17,17494.148600455414,162648812443.74506,Up
2023-10-18,17084.137208111788,82187951380.75314,Down
2023-10-19,17249.55146881009,78980798735.18263,Up
2023-10-20,17182.85111215785,89091727734.69914,Down
2023-10-21,17604.99662609093,117880036635.06683,Up
2023-10-22,17883.63651871369,74843826085.95013,Up
2023-10-23,18273.132125244192,92990177687.1163,Up
2023-10-24,19377.90936370355,255519077624.5788,Up
2023-10-25,19851.069088010663,312956976155.6477,Up
2023-10-26,19907.78644381076,174460607451.22662,Up
2023-10-27,20128.311193570084,221616324417.5179,Up
2023-10-28,19991.746024674456,138435408456.96402,Down
2023-10-29,19944.40045819171,60461846762.74699,Down
2023-10-30,20056.929426385934,75110317346.00941,Up
2023-10-31,20173.86797959115,136941383749.72765,Up
2023-11-01,20305.48222598402,119726417536.8982,Up
2023-11-02,20617.778116822123,201269773795.3229,Up
2023-11-03,20017.86129627493,171643051602.82007,Down
2023-11-04,19961.121958821845,141391965423.16373,Down
2023-11-05,20192.724529522504,94535820018.87422,Up
2023-11-06,20656.070802848728,141090785005.03827,Up
2023-11-07,20730.679912446525,136481636381.5641,Up
2023-11-08,20616.64567617607,174949143947.98038,Down
2023-11-09,20605.274009190616,123794226937.71136,Down
2023-11-10,23259.018044264063,474242099594.9645,Up
2023-11-11,22656.80027320805,279522552518.2667,Down
2023-11-12,22374.97209513305,153355084024.68433,Down
2023-11-13,22293.14177985182,100269376419.28154,Down
2023-11-14,22335.001656782923,235555175339.722,Up
2023-11-15,20972.90977548852,225643911191.8436,Down
2023-11-16,21732.256787073253,237228166955.4712,Up
2023-11-17,20774.883825328427,250798003997.8016,Down
2023-11-18,20727.28698032044,223267621306.47968,Down
2023-11-19,20792.049338454493,140626845468.79855,Up
2023-11-20,21189.76609283321,118861625641.63806,Up
2023-11-21,21122.141350206355,175454055269.67484,Down
2023-11-22,20289.93516485659,217062806170.328,Down
2023-11-23,21649.677992284443,263748090018.6671,Up
2023-11-24,21628.53037164531,142782913064.71527,Down
2023-11-25,21725.34085954607,215760250911.35303,Up
2023-11-26,21773.1051848507,68182241891.20795,Up
2023-11-27,21590.216322011485,126311895248.65248,Down
2023-11-28,21161.58802279776,200429188049.64474,Down
2023-11-29,21134.28756512816,169448722068.20355,Down
2023-11-30,20984.117915038714,135676594420.04704,Down
2023-12-01,21533.10878807435,122013544650.6191,Up
2023-12-02,21757.70292514236,207728976052.1844,Up
2023-12-03,22587.92195504057,150847276812.45865,Up
2023-12-04,22727.776718901383,136598598167.13634,Up
2023-12-05,23393.24777954756,316490485846.7118,Up
2023-12-06,24054.64313969116,301240288057.65704,Up
2023-12-07,23381.627139433484,222331833198.62485,Down
2023-12-08,24450.261190136534,263647138330.1916,Up
2023-12-09,24700.722765305287,215286166806.34137,Up
2023-12-10,24503.771552967974,161056724138.3896,Down
2023-12-11,24619.901923431607,113233114915.15726,Up
2023-12-12,23313.885083729667,195128526911.0716,Down
2023-12-13,22957.058609085067,122858093396.86804,Down
2023-12-14,23312.07098151961,178510039430.0216,Up
2023-12-15,23742.58032218838,189693919170.66763,Up
2023-12-16,22801.567057532146,156003068293.589,Down
2023-12-17,22883.580835817917,86840505681.04614,Up
2023-12-18,22643.50230721237,91291212428.44247,Down
2023-12-19,22662.412740766868,143841323116.81348,Up
2023-12-20,22117.221758255637,155025066128.85846,Down
2023-12-21,22369.84573842605,194917538474.85483,Up
2023-12-22,22567.189595800108,196454813442.0291,Up
2023-12-23,23304.464541970963,238186405033.158,Up
2023-12-24,23135.208237842027,97692395115.99194,Down
2023-12-25,22654.216546434425,126379362345.45088,Down
2023-12-26,22774.63683066065,113922762936.1006,Up
2023-12-27,22302.23206936605,156502670028.46146,Down
2023-12-28,23630.10219105085,250215943746.76025,Up
2023-12-29,23411.330498972995,219016530055.2616,Down
2023-12-30,23162.55260433188,182670521151.28973,Down
2023-12-31,23110.35358991261,139973381354.94006,Down
2024-01-01,23000.84287379672,67744747230.93453,Down
2024-01-02,23657.195265438488,92344087936.62396,Up
2024-01-03,24100.63446335517,210200792642.5197,Up
2024-01-04,22742.02463482965,354338587833.7113,Down
2024-01-05,23198.21622098924,187355849991.00464,Up
2024-01-06,23245.35020963837,192143429243.87405,Up
2024-01-07,22983.107113605307,88375999545.10875,Down
2024-01-08,22793.678881725547,104060962548.4454,Down
2024-01-09,23829.218817782825,268001511187.7244,Up
2024-01-10,24005.472070073734,220797878943.65424,Up
2024-01-11,26460.922795158025,449826173107.588,Up
2024-01-12,26845.382599493387,416326060750.2775,Up
2024-01-13,25758.6268085346,470196720387.1484,Down
2024-01-14,26283.31924175746,237933296904.43588,Up
2024-01-15,25479.406989589326,172952670462.67963,Down
2024-01-16,25986.72653903983,137904702636.5684,Up
2024-01-17,27027.983915905814,192979901394.46783,Up
2024-01-18,26409.279079120457,178285603465.92218,Down
2024-01-19,25876.39640499522,158346831753.04828,Down
2024-01-20,26053.604084791157,141428617494.42767,Up
2024-01-21,25851.06170569844,52285792686.68862,Down
2024-01-22,25686.07451384846,45355563595.73953,Down
2024-01-23,24160.124402386667,158160884575.9537,Down
2024-01-24,23498.12507664386,185346309170.2803,Down
2024-01-25,23359.12084435448,110963574227.08084,Down
2024-01-26,23177.86080341784,104072047222.236,Down
2024-01-27,23699.092173583267,112151849536.2126,Up
2024-01-28,23689.034581607066,51150132397.54167,Down
2024-01-29,23632.15021390214,73237940834.9911,Down
2024-01-30,24176.48585881224,90559405132.5448,Up
2024-01-31,24402.671935170667,115833982166.96678,Up
2024-02-01,23741.756067797363,123294701215.38908,Down
2024-02-02,23895.013916626584,100471928897.16605,Up
2024-02-03,24403.2498716473,81079796925.15195,Up
2024-02-04,24268.754990616657,49552527204.93774,Down
2024-02-05,24073.897198641826,59863155079.46735,Down
2024-02-06,24378.826431632573,84713293809.74184,Up
2024-02-07,24930.47991481973,110594138065.12572,Up
2024-02-08,25398.84342009956,111402254509.44447,Up
2024-02-09,25366.976374298105,115262541988.65485,Down
2024-02-10,26192.069367178738,160750547407.6258,Up
2024-02-11,26314.628719877062,66858551326.212616,Up
2024-02-12,26177.23849838072,78354274637.24274,Down
2024-02-13,27649.0541414723,156078046875.77927,Up
2024-02-14,27959.45769303014,213876264219.375,Up
2024-02-15,29248.453252421685,246312714430.3752,Up
2024-02-16,29539.7331924988,267358068216.2211,Up
2024-02-17,29364.57461332085,176982075163.0046,Down
2024-02-18,29167.821711292698,192032377598.45285,Down
2024-02-19,29972.91159712705,251068416455.23904,Up
2024-02-20,30616.250817691704,171090532189.54236,Up
2024-02-21,31246.81369785669,233254392239.4576,Up
2024-02-22,30845.87425387433,217213486807.7767,Down
2024-02-23,30694.1205527795,209989514234.6355,Down
2024-02-24,30227.94822314001,152411149856.29865,Down
2024-02-25,30868.720913899884,117652140775.09505,Up
2024-02-26,32155.034945459996,162939657603.8191,Up
2024-02-27,32627.81337762725,207317993554.18973,Up
2024-02-28,33419.77288656135,244269193111.8516,Up
2024-02-29,34942.52241556667,378961842065.4882,Up
2024-03-01,34731.05335360789,323718323996.9846,Down
2024-03-02,35552.07559962309,193635046959.11627,Up
2024-03-03,35449.93005963667,139243223269.73373,Down
2024-03-04,35961.25894510994,160067388805.95135,Up
2024-03-05,37680.82062469529,314600692698.7624,Up
2024-03-06,37186.349658424,505328822497.72815,Down
2024-03-07,39333.76112956788,408533229268.3435,Up
2024-03-08,39486.238478476254,257718164824.3532,Up
2024-03-09,40226.19046214851,287979711410.89655,Up
2024-03-10,40457.89422350539,124698834307.09448,Up
2024-03-11,39713.71771785024,176600993641.2227,Down
2024-03-12,41685.40366668737,327880621042.1219,Up
2024-03-13,40722.763967782426,305174881898.2738,Down
2024-03-14,40969.51901868559,250629704776.13965,Up
2024-03-15,40122.29028000015,285861716440.5387,Down
2024-03-16,38721.03079430272,398922433124.2367,Down
2024-03-17,36399.2621000798,210414943169.31003,Down
2024-03-18,37766.42624495674,230980437764.4676,Up
2024-03-19,36773.55453792286,252969329403.4266,Down
2024-03-20,33091.49979718551,387474638389.9186,Down
2024-03-21,36456.30034140439,438583872140.5656,Up
2024-03-22,36564.4298597248,257656991253.6581,Up
2024-03-23,35115.98272959339,234005678960.91025,Down
2024-03-24,35438.09194345456,143244758088.61093,Up
2024-03-25,36477.47972094855,134616642810.90158,Up
2024-03-26,37951.95287196818,210468856969.2526,Up
