Date,Price,Lag1,Lag2,Lag3,Lag4,Lag5,Direction
2018-01-06,8583,8199.0,7959.0,7879.0,7155.0,6345.0,Down
2018-01-07,9267,8583.0,8199.0,7959.0,7879.0,7155.0,Up
2018-01-08,9723,9267.0,8583.0,8199.0,7959.0,7879.0,Up
2018-01-09,11216,9723.0,9267.0,8583.0,8199.0,7959.0,Up
2018-01-10,11023,11216.0,9723.0,9267.0,8583.0,8199.0,Down
2018-01-11,9608,11023.0,11216.0,9723.0,9267.0,8583.0,Down
2018-01-12,10591,9608.0,11023.0,11216.0,9723.0,9267.0,Up
2018-01-13,11655,10591.0,9608.0,11023.0,11216.0,9723.0,Up
2018-01-14,11342,11655.0,10591.0,9608.0,11023.0,11216.0,Down
2018-01-15,10660,11342.0,11655.0,10591.0,9608.0,11023.0,Down
2018-01-16,8586,10660.0,11342.0,11655.0,10591.0,9608.0,Down
2018-01-17,8228,8586.0,10660.0,11342.0,11655.0,10591.0,Down
2018-01-18,8306,8228.0,8586.0,10660.0,11342.0,11655.0,Up
2018-01-19,8421,8306.0,8228.0,8586.0,10660.0,11342.0,Up
2018-01-20,9435,8421.0,8306.0,8228.0,8586.0,10660.0,Up
2018-01-21,8458,9435.0,8421.0,8306.0,8228.0,8586.0,Down
2018-01-22,8030,8458.0,9435.0,8421.0,8306.0,8228.0,Down
2018-01-23,7935,8030.0,8458.0,9435.0,8421.0,8306.0,Down
2018-01-24,8384,7935.0,8030.0,8458.0,9435.0,8421.0,Up
2018-01-25,8401,8384.0,7935.0,8030.0,8458.0,9435.0,Up
2018-01-26,8253,8401.0,8384.0,7935.0,8030.0,8458.0,Down
2018-01-27,8623,8253.0,8401.0,8384.0,7935.0,8030.0,Up
2018-01-28,9740,8623.0,8253.0,8401.0,8384.0,7935.0,Up
2018-01-29,9227,9740.0,8623.0,8253.0,8401.0,8384.0,Down
2018-01-30,9162,9227.0,9740.0,8623.0,8253.0,8401.0,Down
2018-01-31,8347,9162.0,9227.0,9740.0,8623.0,8253.0,Down
2018-02-01,8716,8347.0,9162.0,9227.0,9740.0,8623.0,Up
2018-02-02,8011,8716.0,8347.0,9162.0,9227.0,9740.0,Down
2018-02-03,7230,8011.0,8716.0,8347.0,9162.0,9227.0,Down
2018-02-04,7445,7230.0,8011.0,8716.0,8347.0,9162.0,Up
2018-02-05,6608,7445.0,7230.0,8011.0,8716.0,8347.0,Down
2018-02-06,5458,6608.0,7445.0,7230.0,8011.0,8716.0,Down
2018-02-07,6245,5458.0,6608.0,7445.0,7230.0,8011.0,Up
2018-02-08,6080,6245.0,5458.0,6608.0,7445.0,7230.0,Down
2018-02-09,6549,6080.0,6245.0,5458.0,6608.0,7445.0,Up
2018-02-10,7042,6549.0,6080.0,6245.0,5458.0,6608.0,Up
2018-02-11,6907,7042.0,6549.0,6080.0,6245.0,5458.0,Down
2018-02-12,6618,6907.0,7042.0,6549.0,6080.0,6245.0,Down
2018-02-13,6954,6618.0,6907.0,7042.0,6549.0,6080.0,Up
2018-02-14,6694,6954.0,6618.0,6907.0,7042.0,6549.0,Down
2018-02-15,7280,6694.0,6954.0,6618.0,6907.0,7042.0,Up
2018-02-16,7361,7280.0,6694.0,6954.0,6618.0,6907.0,Up
2018-02-17,7449,7361.0,7280.0,6694.0,6954.0,6618.0,Up
2018-02-18,7685,7449.0,7361.0,7280.0,6694.0,6954.0,Up
2018-02-19,7283,7685.0,7449.0,7361.0,7280.0,6694.0,Down
2018-02-20,7420,7283.0,7685.0,7449.0,7361.0,7280.0,Up
2018-02-21,7312,7420.0,7283.0,7685.0,7449.0,7361.0,Down
2018-02-22,6568,7312.0,7420.0,7283.0,7685.0,7449.0,Down
2018-02-23,6593,6568.0,7312.0,7420.0,7283.0,7685.0,Up
2018-02-24,7065,6593.0,6568.0,7312.0,7420.0,7283.0,Up
2018-02-25,6771,7065.0,6593.0,6568.0,7312.0,7420.0,Down
2018-02-26,6895,6771.0,7065.0,6593.0,6568.0,7312.0,Up
2018-02-27,7044,6895.0,6771.0,7065.0,6593.0,6568.0,Up
2018-02-28,7151,7044.0,6895.0,6771.0,7065.0,6593.0,Up
2018-03-01,7017,7151.0,7044.0,6895.0,6771.0,7065.0,Down
2018-03-02,7057,7017.0,7151.0,7044.0,6895.0,6771.0,Up
2018-03-03,7017,7057.0,7017.0,7151.0,7044.0,6895.0,Down
2018-03-04,6966,7017.0,7057.0,7017.0,7151.0,7044.0,Down
2018-03-05,6953,6966.0,7017.0,7057.0,7017.0,7151.0,Down
2018-03-06,6942,6953.0,6966.0,7017.0,7057.0,7017.0,Down
2018-03-07,6639,6942.0,6953.0,6966.0,7017.0,7057.0,Down
2018-03-08,6189,6639.0,6942.0,6953.0,6966.0,7017.0,Down
2018-03-09,5781,6189.0,6639.0,6942.0,6953.0,6966.0,Down
2018-03-10,5864,5781.0,6189.0,6639.0,6942.0,6953.0,Up
2018-03-11,5650,5864.0,5781.0,6189.0,6639.0,6942.0,Down
2018-03-12,5878,5650.0,5864.0,5781.0,6189.0,6639.0,Up
2018-03-13,5729,5878.0,5650.0,5864.0,5781.0,6189.0,Down
2018-03-14,5624,5729.0,5878.0,5650.0,5864.0,5781.0,Down
2018-03-15,4979,5624.0,5729.0,5878.0,5650.0,5864.0,Down
2018-03-16,5012,4979.0,5624.0,5729.0,5878.0,5650.0,Up
2018-03-17,4993,5012.0,4979.0,5624.0,5729.0,5878.0,Down
2018-03-18,4601,4993.0,5012.0,4979.0,5624.0,5729.0,Down
2018-03-19,4415,4601.0,4993.0,5012.0,4979.0,5624.0,Down
2018-03-20,4531,4415.0,4601.0,4993.0,5012.0,4979.0,Up
2018-03-21,4555,4531.0,4415.0,4601.0,4993.0,5012.0,Up
2018-03-22,4595,4555.0,4531.0,4415.0,4601.0,4993.0,Up
2018-03-23,4431,4595.0,4555.0,4531.0,4415.0,4601.0,Down
2018-03-24,4429,4431.0,4595.0,4555.0,4531.0,4415.0,Down
2018-03-25,4276,4429.0,4431.0,4595.0,4555.0,4531.0,Down
2018-03-26,4282,4276.0,4429.0,4431.0,4595.0,4555.0,Up
2018-03-27,3990,4282.0,4276.0,4429.0,4431.0,4595.0,Down
2018-03-28,3695,3990.0,4282.0,4276.0,4429.0,4431.0,Down
2018-03-29,3710,3695.0,3990.0,4282.0,4276.0,4429.0,Up
2018-03-30,3221,3710.0,3695.0,3990.0,4282.0,4276.0,Down
2018-03-31,3298,3221.0,3710.0,3695.0,3990.0,4282.0,Up
2018-04-01,3302,3298.0,3221.0,3710.0,3695.0,3990.0,Up
2018-04-02,3166,3302.0,3298.0,3221.0,3710.0,3695.0,Down
2018-04-03,3233,3166.0,3302.0,3298.0,3221.0,3710.0,Up
2018-04-04,3487,3233.0,3166.0,3302.0,3298.0,3221.0,Up
2018-04-05,3192,3487.0,3233.0,3166.0,3302.0,3298.0,Down
2018-04-06,3240,3192.0,3487.0,3233.0,3166.0,3302.0,Up
2018-04-07,3104,3240.0,3192.0,3487.0,3233.0,3166.0,Down
2018-04-08,3217,3104.0,3240.0,3192.0,3487.0,3233.0,Up
2018-04-09,3333,3217.0,3104.0,3240.0,3192.0,3487.0,Up
2018-04-10,3333,3333.0,3217.0,3104.0,3240.0,3192.0,Down
2018-04-11,3425,3333.0,3333.0,3217.0,3104.0,3240.0,Up
2018-04-12,3558,3425.0,3333.0,3333.0,3217.0,3104.0,Up
2018-04-13,4109,3558.0,3425.0,3333.0,3333.0,3217.0,Up
2018-04-14,4144,4109.0,3558.0,3425.0,3333.0,3333.0,Up
2018-04-15,4195,4144.0,4109.0,3558.0,3425.0,3333.0,Up
2018-04-16,4454,4195.0,4144.0,4109.0,3558.0,3425.0,Up
2018-04-17,4267,4454.0,4195.0,4144.0,4109.0,3558.0,Down
2018-04-18,4188,4267.0,4454.0,4195.0,4144.0,4109.0,Down
2018-04-19,4347,4188.0,4267.0,4454.0,4195.0,4144.0,Up
2018-04-20,4761,4347.0,4188.0,4267.0,4454.0,4195.0,Up
2018-04-21,4985,4761.0,4347.0,4188.0,4267.0,4454.0,Up
2018-04-22,5070,4985.0,4761.0,4347.0,4188.0,4267.0,Up
2018-04-23,5219,5070.0,4985.0,4761.0,4347.0,4188.0,Up
2018-04-24,5419,5219.0,5070.0,4985.0,4761.0,4347.0,Up
2018-04-25,5998,5419.0,5219.0,5070.0,4985.0,4761.0,Up
2018-04-26,5252,5998.0,5419.0,5219.0,5070.0,4985.0,Down
2018-04-27,5687,5252.0,5998.0,5419.0,5219.0,5070.0,Up
2018-04-28,5558,5687.0,5252.0,5998.0,5419.0,5219.0,Down
2018-04-29,5823,5558.0,5687.0,5252.0,5998.0,5419.0,Up
2018-04-30,5898,5823.0,5558.0,5687.0,5252.0,5998.0,Up
2018-05-01,5797,5898.0,5823.0,5558.0,5687.0,5252.0,Down
2018-05-02,5885,5797.0,5898.0,5823.0,5558.0,5687.0,Up
2018-05-03,6034,5885.0,5797.0,5898.0,5823.0,5558.0,Up
2018-05-04,6885,6034.0,5885.0,5797.0,5898.0,5823.0,Up
2018-05-05,6846,6885.0,6034.0,5885.0,5797.0,5898.0,Down
2018-05-06,7102,6846.0,6885.0,6034.0,5885.0,5797.0,Up
2018-05-07,6926,7102.0,6846.0,6885.0,6034.0,5885.0,Down
2018-05-08,6611,6926.0,7102.0,6846.0,6885.0,6034.0,Down
2018-05-09,6558,6611.0,6926.0,7102.0,6846.0,6885.0,Down
2018-05-10,6478,6558.0,6611.0,6926.0,7102.0,6846.0,Down
2018-05-11,6205,6478.0,6558.0,6611.0,6926.0,7102.0,Down
2018-05-12,5807,6205.0,6478.0,6558.0,6611.0,6926.0,Down
2018-05-13,5875,5807.0,6205.0,6478.0,6558.0,6611.0,Up
2018-05-14,6242,5875.0,5807.0,6205.0,6478.0,6558.0,Up
2018-05-15,6287,6242.0,5875.0,5807.0,6205.0,6478.0,Up
2018-05-16,6113,6287.0,6242.0,5875.0,5807.0,6205.0,Down
2018-05-17,6107,6113.0,6287.0,6242.0,5875.0,5807.0,Down
2018-05-18,5819,6107.0,6113.0,6287.0,6242.0,5875.0,Down
2018-05-19,6006,5819.0,6107.0,6113.0,6287.0,6242.0,Up
2018-05-20,6003,6006.0,5819.0,6107.0,6113.0,6287.0,Down
2018-05-21,6165,6003.0,6006.0,5819.0,6107.0,6113.0,Up
2018-05-22,5977,6165.0,6003.0,6006.0,5819.0,6107.0,Down
2018-05-23,5566,5977.0,6165.0,6003.0,6006.0,5819.0,Down
2018-05-24,5085,5566.0,5977.0,6165.0,6003.0,6006.0,Down
2018-05-25,5237,5085.0,5566.0,5977.0,6165.0,6003.0,Up
2018-05-26,5105,5237.0,5085.0,5566.0,5977.0,6165.0,Down
2018-05-27,5089,5105.0,5237.0,5085.0,5566.0,5977.0,Down
2018-05-28,4946,5089.0,5105.0,5237.0,5085.0,5566.0,Down
2018-05-29,4514,4946.0,5089.0,5105.0,5237.0,5085.0,Down
2018-05-30,5039,4514.0,4946.0,5089.0,5105.0,5237.0,Up
2018-05-31,4894,5039.0,4514.0,4946.0,5089.0,5105.0,Down
2018-06-01,5038,4894.0,5039.0,4514.0,4946.0,5089.0,Up
2018-06-02,5062,5038.0,4894.0,5039.0,4514.0,4946.0,Up
2018-06-03,5144,5062.0,5038.0,4894.0,5039.0,4514.0,Up
2018-06-04,5374,5144.0,5062.0,5038.0,4894.0,5039.0,Up
2018-06-05,5137,5374.0,5144.0,5062.0,5038.0,4894.0,Down
2018-06-06,5251,5137.0,5374.0,5144.0,5062.0,5038.0,Up
2018-06-07,5221,5251.0,5137.0,5374.0,5144.0,5062.0,Down
2018-06-08,5180,5221.0,5251.0,5137.0,5374.0,5144.0,Down
2018-06-09,5142,5180.0,5221.0,5251.0,5137.0,5374.0,Down
2018-06-10,5061,5142.0,5180.0,5221.0,5251.0,5137.0,Down
2018-06-11,4551,5061.0,5142.0,5180.0,5221.0,5251.0,Down
2018-06-12,4586,4551.0,5061.0,5142.0,5180.0,5221.0,Up
2018-06-13,4277,4586.0,4551.0,5061.0,5142.0,5180.0,Down
2018-06-14,4087,4277.0,4586.0,4551.0,5061.0,5142.0,Down
2018-06-15,4519,4087.0,4277.0,4586.0,4551.0,5061.0,Up
2018-06-16,4265,4519.0,4087.0,4277.0,4586.0,4551.0,Down
2018-06-17,4332,4265.0,4519.0,4087.0,4277.0,4586.0,Up
2018-06-18,4326,4332.0,4265.0,4519.0,4087.0,4277.0,Down
2018-06-19,4516,4326.0,4332.0,4265.0,4519.0,4087.0,Up
2018-06-20,4730,4516.0,4326.0,4332.0,4265.0,4519.0,Up
2018-06-21,4706,4730.0,4516.0,4326.0,4332.0,4265.0,Down
2018-06-22,4629,4706.0,4730.0,4516.0,4326.0,4332.0,Down
2018-06-23,4108,4629.0,4706.0,4730.0,4516.0,4326.0,Down
2018-06-24,4188,4108.0,4629.0,4706.0,4730.0,4516.0,Up
2018-06-25,4038,4188.0,4108.0,4629.0,4706.0,4730.0,Down
2018-06-26,4060,4038.0,4188.0,4108.0,4629.0,4706.0,Up
2018-06-27,3823,4060.0,4038.0,4188.0,4108.0,4629.0,Down
2018-06-28,3928,3823.0,4060.0,4038.0,4188.0,4108.0,Up
2018-06-29,3802,3928.0,3823.0,4060.0,4038.0,4188.0,Down
2018-06-30,3869,3802.0,3928.0,3823.0,4060.0,4038.0,Up
2018-07-01,4021,3869.0,3802.0,3928.0,3823.0,4060.0,Up
2018-07-02,4010,4021.0,3869.0,3802.0,3928.0,3823.0,Down
2018-07-03,4233,4010.0,4021.0,3869.0,3802.0,3928.0,Up
2018-07-04,4061,4233.0,4010.0,4021.0,3869.0,3802.0,Down
2018-07-05,4067,4061.0,4233.0,4010.0,4021.0,3869.0,Up
2018-07-06,4092,4067.0,4061.0,4233.0,4010.0,4021.0,Up
2018-07-07,4079,4092.0,4067.0,4061.0,4233.0,4010.0,Down
2018-07-08,4201,4079.0,4092.0,4067.0,4061.0,4233.0,Up
2018-07-09,4219,4201.0,4079.0,4092.0,4067.0,4061.0,Up
2018-07-10,4095,4219.0,4201.0,4079.0,4092.0,4067.0,Down
2018-07-11,3779,4095.0,4219.0,4201.0,4079.0,4092.0,Down
2018-07-12,3906,3779.0,4095.0,4219.0,4201.0,4079.0,Up
2018-07-13,3797,3906.0,3779.0,4095.0,4219.0,4201.0,Down
2018-07-14,3832,3797.0,3906.0,3779.0,4095.0,4219.0,Up
2018-07-15,3835,3832.0,3797.0,3906.0,3779.0,4095.0,Up
2018-07-16,3972,3835.0,3832.0,3797.0,3906.0,3779.0,Up
2018-07-17,4219,3972.0,3835.0,3832.0,3797.0,3906.0,Up
2018-07-18,4397,4219.0,3972.0,3835.0,3832.0,3797.0,Up
2018-07-19,4219,4397.0,4219.0,3972.0,3835.0,3832.0,Down
2018-07-20,4137,4219.0,4397.0,4219.0,3972.0,3835.0,Down
2018-07-21,3959,4137.0,4219.0,4397.0,4219.0,3972.0,Down
2018-07-22,4055,3959.0,4137.0,4219.0,4397.0,4219.0,Up
2018-07-23,4031,4055.0,3959.0,4137.0,4219.0,4397.0,Down
2018-07-24,3968,4031.0,4055.0,3959.0,4137.0,4219.0,Down
2018-07-25,4210,3968.0,4031.0,4055.0,3959.0,4137.0,Up
2018-07-26,4101,4210.0,3968.0,4031.0,4055.0,3959.0,Down
2018-07-27,4061,4101.0,4210.0,3968.0,4031.0,4055.0,Down
2018-07-28,4136,4061.0,4101.0,4210.0,3968.0,4031.0,Up
2018-07-29,4118,4136.0,4061.0,4101.0,4210.0,3968.0,Down
2018-07-30,4121,4118.0,4136.0,4061.0,4101.0,4210.0,Up
2018-07-31,4011,4121.0,4118.0,4136.0,4061.0,4101.0,Down
2018-08-01,3799,4011.0,4121.0,4118.0,4136.0,4061.0,Down
2018-08-02,3674,3799.0,4011.0,4121.0,4118.0,4136.0,Down
2018-08-03,3653,3674.0,3799.0,4011.0,4121.0,4118.0,Down
2018-08-04,3720,3653.0,3674.0,3799.0,4011.0,4121.0,Up
2018-08-05,3627,3720.0,3653.0,3674.0,3799.0,4011.0,Down
2018-08-06,3652,3627.0,3720.0,3653.0,3674.0,3799.0,Up
2018-08-07,3618,3652.0,3627.0,3720.0,3653.0,3674.0,Down
2018-08-08,3366,3618.0,3652.0,3627.0,3720.0,3653.0,Down
2018-08-09,3167,3366.0,3618.0,3652.0,3627.0,3720.0,Down
2018-08-10,3277,3167.0,3366.0,3618.0,3652.0,3627.0,Up
2018-08-11,3033,3277.0,3167.0,3366.0,3618.0,3652.0,Down
2018-08-12,2895,3033.0,3277.0,3167.0,3366.0,3618.0,Down
2018-08-13,2905,2895.0,3033.0,3277.0,3167.0,3366.0,Up
2018-08-14,2599,2905.0,2895.0,3033.0,3277.0,3167.0,Down
2018-08-15,2541,2599.0,2905.0,2895.0,3033.0,3277.0,Down
2018-08-16,2590,2541.0,2599.0,2905.0,2895.0,3033.0,Up
2018-08-17,2633,2590.0,2541.0,2599.0,2905.0,2895.0,Up
2018-08-18,2883,2633.0,2590.0,2541.0,2599.0,2905.0,Up
2018-08-19,2685,2883.0,2633.0,2590.0,2541.0,2599.0,Down
2018-08-20,2742,2685.0,2883.0,2633.0,2590.0,2541.0,Up
2018-08-21,2480,2742.0,2685.0,2883.0,2633.0,2590.0,Down
2018-08-22,2550,2480.0,2742.0,2685.0,2883.0,2633.0,Up
2018-08-23,2440,2550.0,2480.0,2742.0,2685.0,2883.0,Down
2018-08-24,2522,2440.0,2550.0,2480.0,2742.0,2685.0,Up
2018-08-25,2571,2522.0,2440.0,2550.0,2480.0,2742.0,Up
2018-08-26,2537,2571.0,2522.0,2440.0,2550.0,2480.0,Down
2018-08-27,2492,2537.0,2571.0,2522.0,2440.0,2550.0,Down
2018-08-28,2610,2492.0,2537.0,2571.0,2522.0,2440.0,Up
2018-08-29,2707,2610.0,2492.0,2537.0,2571.0,2522.0,Up
2018-08-30,2635,2707.0,2610.0,2492.0,2537.0,2571.0,Down
2018-08-31,2600,2635.0,2707.0,2610.0,2492.0,2537.0,Down
2018-09-01,2582,2600.0,2635.0,2707.0,2610.0,2492.0,Down
2018-09-02,2704,2582.0,2600.0,2635.0,2707.0,2610.0,Up
2018-09-03,2696,2704.0,2582.0,2600.0,2635.0,2707.0,Down
2018-09-04,2627,2696.0,2704.0,2582.0,2600.0,2635.0,Down
2018-09-05,2593,2627.0,2696.0,2704.0,2582.0,2600.0,Down
2018-09-06,2105,2593.0,2627.0,2696.0,2704.0,2582.0,Down
2018-09-07,2090,2105.0,2593.0,2627.0,2696.0,2704.0,Down
2018-09-08,1952,2090.0,2105.0,2593.0,2627.0,2696.0,Down
2018-09-09,1783,1952.0,2090.0,2105.0,2593.0,2627.0,Down
2018-09-10,1773,1783.0,1952.0,2090.0,2105.0,2593.0,Down
2018-09-11,1780,1773.0,1783.0,1952.0,2090.0,2105.0,Up
2018-09-12,1665,1780.0,1773.0,1783.0,1952.0,2090.0,Down
2018-09-13,1643,1665.0,1780.0,1773.0,1783.0,1952.0,Down
2018-09-14,1897,1643.0,1665.0,1780.0,1773.0,1783.0,Up
2018-09-15,1913,1897.0,1643.0,1665.0,1780.0,1773.0,Up
2018-09-16,2019,1913.0,1897.0,1643.0,1665.0,1780.0,Up
2018-09-17,1992,2019.0,1913.0,1897.0,1643.0,1665.0,Down
2018-09-18,1754,1992.0,2019.0,1913.0,1897.0,1643.0,Down
2018-09-19,1871,1754.0,1992.0,2019.0,1913.0,1897.0,Up
2018-09-20,1855,1871.0,1754.0,1992.0,2019.0,1913.0,Down
2018-09-21,1969,1855.0,1871.0,1754.0,1992.0,2019.0,Up
2018-09-22,2175,1969.0,1855.0,1871.0,1754.0,1992.0,Up
2018-09-23,2126,2175.0,1969.0,1855.0,1871.0,1754.0,Down
2018-09-24,2150,2126.0,2175.0,1969.0,1855.0,1871.0,Up
2018-09-25,2008,2150.0,2126.0,2175.0,1969.0,1855.0,Down
2018-09-26,1935,2008.0,2150.0,2126.0,2175.0,1969.0,Down
2018-09-27,1893,1935.0,2008.0,2150.0,2126.0,2175.0,Down
2018-09-28,2030,1893.0,1935.0,2008.0,2150.0,2126.0,Up
2018-09-29,1976,2030.0,1893.0,1935.0,2008.0,2150.0,Down
2018-09-30,2060,1976.0,2030.0,1893.0,1935.0,2008.0,Up
2018-10-01,2070,2060.0,1976.0,2030.0,1893.0,1935.0,Up
2018-10-02,2067,2070.0,2060.0,1976.0,2030.0,1893.0,Down
2018-10-03,2034,2067.0,2070.0,2060.0,1976.0,2030.0,Down
2018-10-04,1998,2034.0,2067.0,2070.0,2060.0,1976.0,Down
2018-10-05,2013,1998.0,2034.0,2067.0,2070.0,2060.0,Up
2018-10-06,2067,2013.0,1998.0,2034.0,2067.0,2070.0,Up
2018-10-07,2040,2067.0,2013.0,1998.0,2034.0,2067.0,Down
2018-10-08,2047,2040.0,2067.0,2013.0,1998.0,2034.0,Up
2018-10-09,2085,2047.0,2040.0,2067.0,2013.0,1998.0,Up
2018-10-10,2072,2085.0,2047.0,2040.0,2067.0,2013.0,Down
2018-10-11,2060,2072.0,2085.0,2047.0,2040.0,2067.0,Down
2018-10-12,1724,2060.0,2072.0,2085.0,2047.0,2040.0,Down
2018-10-13,1766,1724.0,2060.0,2072.0,2085.0,2047.0,Up
2018-10-14,1802,1766.0,1724.0,2060.0,2072.0,2085.0,Up
2018-10-15,1761,1802.0,1766.0,1724.0,2060.0,2072.0,Down
2018-10-16,1899,1761.0,1802.0,1766.0,1724.0,2060.0,Up
2018-10-17,1893,1899.0,1761.0,1802.0,1766.0,1724.0,Down
2018-10-18,1893,1893.0,1899.0,1761.0,1802.0,1766.0,Down
2018-10-19,1847,1893.0,1893.0,1899.0,1761.0,1802.0,Down
2018-10-20,1834,1847.0,1893.0,1893.0,1899.0,1761.0,Down
2018-10-21,1860,1834.0,1847.0,1893.0,1893.0,1899.0,Up
2018-10-22,1855,1860.0,1834.0,1847.0,1893.0,1893.0,Down
2018-10-23,1845,1855.0,1860.0,1834.0,1847.0,1893.0,Down
2018-10-24,1842,1845.0,1855.0,1860.0,1834.0,1847.0,Down
2018-10-25,1855,1842.0,1845.0,1855.0,1860.0,1834.0,Up
2018-10-26,1845,1855.0,1842.0,1845.0,1855.0,1860.0,Down
2018-10-27,1857,1845.0,1855.0,1842.0,1845.0,1855.0,Up
2018-10-28,1856,1857.0,1845.0,1855.0,1842.0,1845.0,Down
2018-10-29,1869,1856.0,1857.0,1845.0,1855.0,1842.0,Up
2018-10-30,1791,1869.0,1856.0,1857.0,1845.0,1855.0,Down
2018-10-31,1812,1791.0,1869.0,1856.0,1857.0,1845.0,Up
2018-11-01,1820,1812.0,1791.0,1869.0,1856.0,1857.0,Up
2018-11-02,1802,1820.0,1812.0,1791.0,1869.0,1856.0,Down
2018-11-03,1833,1802.0,1820.0,1812.0,1791.0,1869.0,Up
2018-11-04,1814,1833.0,1802.0,1820.0,1812.0,1791.0,Down
2018-11-05,1871,1814.0,1833.0,1802.0,1820.0,1812.0,Up
2018-11-06,1894,1871.0,1814.0,1833.0,1802.0,1820.0,Up
2018-11-07,1980,1894.0,1871.0,1814.0,1833.0,1802.0,Up
2018-11-08,1975,1980.0,1894.0,1871.0,1814.0,1833.0,Down
2018-11-09,1925,1975.0,1980.0,1894.0,1871.0,1814.0,Down
2018-11-10,1914,1925.0,1975.0,1980.0,1894.0,1871.0,Down
2018-11-11,1933,1914.0,1925.0,1975.0,1980.0,1894.0,Up
2018-11-12,1930,1933.0,1914.0,1925.0,1975.0,1980.0,Down
2018-11-13,1936,1930.0,1933.0,1914.0,1925.0,1975.0,Up
2018-11-14,1886,1936.0,1930.0,1933.0,1914.0,1925.0,Down
2018-11-15,1672,1886.0,1936.0,1930.0,1933.0,1914.0,Down
2018-11-16,1655,1672.0,1886.0,1936.0,1930.0,1933.0,Down
2018-11-17,1585,1655.0,1672.0,1886.0,1936.0,1930.0,Down
2018-11-18,1582,1585.0,1655.0,1672.0,1886.0,1936.0,Down
2018-11-19,1600,1582.0,1585.0,1655.0,1672.0,1886.0,Up
2018-11-20,1353,1600.0,1582.0,1585.0,1655.0,1672.0,Down
2018-11-21,1196,1353.0,1600.0,1582.0,1585.0,1655.0,Down
2018-11-22,1239,1196.0,1353.0,1600.0,1582.0,1585.0,Up
2018-11-23,1140,1239.0,1196.0,1353.0,1600.0,1582.0,Down
2018-11-24,1129,1140.0,1239.0,1196.0,1353.0,1600.0,Down
2018-11-25,1039,1129.0,1140.0,1239.0,1196.0,1353.0,Down
2018-11-26,1069,1039.0,1129.0,1140.0,1239.0,1196.0,Up
2018-11-27,995,1069.0,1039.0,1129.0,1140.0,1239.0,Down
2018-11-28,1005,995.0,1069.0,1039.0,1129.0,1140.0,Up
2018-11-29,1107,1005.0,995.0,1069.0,1039.0,1129.0,Up
2018-11-30,1068,1107.0,1005.0,995.0,1069.0,1039.0,Down
2018-12-01,1033,1068.0,1107.0,1005.0,995.0,1069.0,Down
2018-12-02,1076,1033.0,1068.0,1107.0,1005.0,995.0,Up
2018-12-03,1052,1076.0,1033.0,1068.0,1107.0,1005.0,Down
2018-12-04,980,1052.0,1076.0,1033.0,1068.0,1107.0,Down
2018-12-05,991,980.0,1052.0,1076.0,1033.0,1068.0,Up
2018-12-06,920,991.0,980.0,1052.0,1076.0,1033.0,Down
2018-12-07,819,920.0,991.0,980.0,1052.0,1076.0,Down
2018-12-08,841,819.0,920.0,991.0,980.0,1052.0,Up
2018-12-09,820,841.0,819.0,920.0,991.0,980.0,Down
2018-12-10,845,820.0,841.0,819.0,920.0,991.0,Up
2018-12-11,817,845.0,820.0,841.0,819.0,920.0,Down
2018-12-12,798,817.0,845.0,820.0,841.0,819.0,Down
2018-12-13,812,798.0,817.0,845.0,820.0,841.0,Up
2018-12-14,778,812.0,798.0,817.0,845.0,820.0,Down
2018-12-15,759,778.0,812.0,798.0,817.0,845.0,Down
2018-12-16,760,759.0,778.0,812.0,798.0,817.0,Up
2018-12-17,765,760.0,759.0,778.0,812.0,798.0,Up
2018-12-18,852,765.0,760.0,759.0,778.0,812.0,Up
2018-12-19,906,852.0,765.0,760.0,759.0,778.0,Up
2018-12-20,904,906.0,852.0,765.0,760.0,759.0,Down
2018-12-21,1026,904.0,906.0,852.0,765.0,760.0,Up
2018-12-22,975,1026.0,904.0,906.0,852.0,765.0,Down
2018-12-23,1040,975.0,1026.0,904.0,906.0,852.0,Up
2018-12-24,1169,1040.0,975.0,1026.0,904.0,906.0,Up
2018-12-25,1258,1169.0,1040.0,975.0,1026.0,904.0,Up
2018-12-26,1156,1258.0,1169.0,1040.0,975.0,1026.0,Down
2018-12-27,1178,1156.0,1258.0,1169.0,1040.0,975.0,Up
2018-12-28,1029,1178.0,1156.0,1258.0,1169.0,1040.0,Down
2018-12-29,1201,1029.0,1178.0,1156.0,1258.0,1169.0,Up
2018-12-30,1243,1201.0,1029.0,1178.0,1156.0,1258.0,Up
2018-12-31,1236,1243.0,1201.0,1029.0,1178.0,1156.0,Down
2019-01-01,1174,1236.0,1243.0,1201.0,1029.0,1178.0,Down
2019-01-02,1226,1174.0,1236.0,1243.0,1201.0,1029.0,Up
2019-01-03,1382,1226.0,1174.0,1236.0,1243.0,1201.0,Up
2019-01-04,1321,1382.0,1226.0,1174.0,1236.0,1243.0,Down
2019-01-05,1372,1321.0,1382.0,1226.0,1174.0,1236.0,Up
2019-01-06,1378,1372.0,1321.0,1382.0,1226.0,1174.0,Up
2019-01-07,1385,1378.0,1372.0,1321.0,1382.0,1226.0,Up
2019-01-08,1333,1385.0,1378.0,1372.0,1321.0,1382.0,Down
2019-01-09,1321,1333.0,1385.0,1378.0,1372.0,1321.0,Down
2019-01-10,1319,1321.0,1333.0,1385.0,1378.0,1372.0,Down
