Date,Price,SMA_20,SMA_50,RSI,Volatility_30,MACD,Signal,MACD_Histogram
2018-08-25,2571,2857.45,3541.6,36.26634958382877,595.0159169125606,-318.77828271117596,-327.75977292703095,8.98149021585499
2018-08-26,2537,2801.7,3510.76,38.656527249683144,584.1325280660307,-306.4956475177446,-323.5069478451737,17.011300327429126
2018-08-27,2492,2745.4,3476.58,37.197768133911964,565.4025816268695,-296.96941598422745,-318.19944147298446,21.230025488757008
2018-08-28,2610,2707.6,3444.4,50.3859649122807,537.8354884568903,-276.7084720080047,-309.90124757998854,33.192775571983816
2018-08-29,2707,2684.6,3416.64,55.66939890710382,501.12350669819955,-249.94324841400658,-297.9096477467922,47.96639933278561
2018-08-30,2635,2652.5,3393.76,51.513113651647615,467.15143253502185,-231.8685775251024,-284.70143370245427,52.83285617735186
2018-08-31,2600,2630.85,3367.64,48.8843813387424,442.9795459848028,-217.85715642952073,-271.33257824786756,53.47542181834683
2018-09-01,2582,2615.2,3343.34,37.93103448275862,422.7335455989918,-205.8327421075751,-258.23261101980904,52.399868912233956
2018-09-02,2704,2605.15,3320.78,50.81127241673782,397.41689075510266,-184.33403866892695,-243.4528965496326,59.11885788070566
2018-09-03,2696,2610.0,3298.0,47.95008912655972,362.11906500674746,-166.02782898145097,-227.9678830359963,61.94005405454533
2018-09-04,2627,2614.3,3271.1,57.911733046286336,328.95041900095055,-155.2975754772301,-213.43382152424306,58.136246047012946
2018-09-05,2593,2614.45,3238.58,52.40761478163495,285.930945766819,-147.83315947845585,-200.31368911508565,52.4805296366298
2018-09-06,2105,2588.05,3192.74,36.82140047206924,258.3130529673521,-179.22903686427753,-196.09675866492404,16.867721800646507
2018-09-07,2090,2548.4,3150.16,32.05980066445183,248.40833319351503,-202.98103154702358,-197.47361324134397,-5.507418305679607
2018-09-08,1952,2511.75,3106.46,26.06341840680588,259.93850731699405,-230.2855170500634,-204.03599400308786,-26.249523046975526
2018-09-09,1783,2463.8,3062.94,23.599439775910355,270.4862288545938,-262.5350653268033,-215.73580826783098,-46.79925705897233
2018-09-10,1773,2428.45,3017.3,24.192390524048818,291.4251071946747,-285.60767363106606,-229.71018134047802,-55.89749229058805
2018-09-11,1780,2389.95,2972.28,17.628705148205924,311.98283367154386,-299.8713106371856,-243.74240719981955,-56.12890343736606
2018-09-12,1665,2351.2,2926.22,9.92307692307692,335.0548436835988,-316.8029771162005,-258.35452118309576,-58.44845593310475
2018-09-13,1643,2307.25,2874.88,10.319999999999993,363.552916352605,-328.21322319387696,-272.326261585252,-55.88696160862497
2018-09-14,1897,2273.55,2830.8,26.072157930565012,374.2262530952704,-313.1504447852885,-280.4910982252593,-32.659346560029235
2018-09-15,1913,2242.35,2787.84,27.198364008179965,381.808852699853,-296.5041033565053,-283.6936992515085,-12.810404104996792
